"Tipo";"Nombre";"Dirección";"C.Postal";"Provincia";"Municipio";"Localidad";"Nucleo";"Teléfono 1";"Teléfono 2";"Teléfono 3";"Fax";"Email";"web";"Q Calidad";"Central Reservas";"Posada Real";"GPS.Longitud";"GPS.Latitud";
"Casa Rural de Alquiler";"LA NOGUERA";"REAL, 31";"42189";"Soria";"Renieblas";"VENTOSILLA DE SAN JUAN";"VENTOSILLA DE SAN JUAN";"975213475";"";"";"";"";"";"";"";"";"-2,373301";"41,8206478";
"Casa Rural de Alquiler";"ALTAVISTA I";"CRUZ DEL LLANO";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349082";"654561262";"";"";"";"";"";"";"";"-5,1753666";"40,3544073";
"Casa Rural de Alquiler";"ALTAVISTA II";"CRUZ DEL LLANO";"05634";"Ávila";"Hoyos del Espino";"HOYOS DEL ESPINO";"HOYOS DEL ESPINO";"920349082";"654561262";"";"";"";"";"";"";"";"-5,1753666";"40,3544073";
"Casa Rural de Alquiler";"LA PEGUERA";"C/ TOMAS BARBADO, 4";"40470";"Segovia";"Navas de Oro";"NAVAS DE ORO";"";"696891226";"";"";"";"";"";"";"";"";"-4,4396734";"41,192648";
"Hotel Rural";"LAVIDA VINO-SPA HOTEL";"Plaza PLAZA MAYOR 1";"47313";"Valladolid";"Peñafiel";"ALDEAYUSO";"ALDEAYUSO";"983881559";"";"";"983 881 559";"lavida@lavida.es";"www.lavida.es";"";"";"";"-4,1350386";"41,5608574";
"Casa Rural de Alquiler";"TOZOLOSLOBOS";"Carretera Villacastín 20";"49336";"Zamora";"Otero de Bodas";"OTERO DE BODAS";"OTERO DE BODAS";"627307700";"980656723";"";"";"info@tozoloslobos.com";"www.tozoloslobos.com";"";"";"";"-6,1527511";"41,936816";
"Casa Rural de Alquiler";"VEGA DEL ESLA";"C/ALEMANIA, 10";"49760";"Zamora";"Villaveza del Agua";"VILLAVEZA DEL AGUA";"VILLAVEZA DEL AGUA";"696400665";"";"";"";"info@casavegaesla.es";"www.casavegaesla.es";"";"Si";"";"-5,6783095";"41,9196023";
"Casa Rural de Alquiler";"CASA DEL ALTOZANO";"C/ALTOZANO, 2";"05635";"Ávila";"Navarredonda de Gredos";"BARAJAS";"BARAJAS";"615165647";"915390096";"";"";"";"";"";"Si";"";"-5,1324826";"40,3619963";
"Casa Rural de Alquiler";"Valle Esgueva";"CL/ Iglesia, 1";"09350";"Burgos";"Bahabón de Esgueva";"BAHABON DE ESGUEVA";"BAHABON DE ESGUEVA";"629136405";"697657640";"";"";"";"";"";"";"";"-3,7300735";"41,8627202";
"Casa Rural de Alquiler";"HUERTO TIA JULIANA";"VICENTE TOLEDANO, 21";"37764";"Salamanca";"Valero";"VALERO";"VALERO";"639 810580";"923 213976";"";"923 213976";"nely@casaruralhuertotiajuliana.com";"www.casaruralhuertotiajuliana.com";"";"Si";"";"-5,941435";"40,5345596";
"Centro de Turismo Rural";"LA RIBERA DE NOVIALES MUNDO RURAL";"DE LA IGLESIA, 21";"42341";"Soria";"Montejo de Tiermes";"NOVIALES";"NOVIALES";"975357416";"696219089";"";"";"www.lariberadenoviales.com";"info@lariberadenoviales.com";"";"";"";"-3,1649447";"41,3147119";
"Hotel Rural";"HOSTERIA CAMINO";"Calle NTRA. SRA. DE LOS REMEDIOS, S/N.";"24717";"León";"Luyego";"LUYEGO DE SOMOZA";"LUYEGO DE SOMOZA";"987601757";"699070370";"";"987601757";"";"www.hosteriacamino.com";"";"Si";"Si";"-6,3859736";"42,6180117";
"Casa Rural de Alquiler";"NAVALASOLANA III (CIERRE TEMPORAL)";"Paseo ARTURO DUPERIOR 114";"05470";"Ávila";"Pedro Bernardo";"PEDRO BERNARDO";"PEDRO BERNARDO";"920387001";"";"";"920387202";"";"";"";"";"";"-4,9099536";"40,2409311";
"Casa Rural de Alquiler";"LAS PRADERAS";"C/ RIVILLA, 9";"40165";"Segovia";"Prádena";"PRADENA";"";"921507182";"616911441";"";"";"";"";"";"";"";"-3,6874293";"41,1404274";
"Casa Rural de Alquiler";"EL MANANTIAL";"PLAZA CAMPILLO, 10";"40161";"Segovia";"Navafría";"NAVAFRIA";"";"921506099";"652084611";"";"";"";"";"";"";"";"-3,8249386";"41,0535821";
"Casa Rural de Alquiler";"CASA CARLENTINI";"Camino DE BERMUDILLO 2";"05140";"Ávila";"Martiherrero";"MARTIHERRERO";"*DISEMINADO*";"619719916";"";"";"";"";"www.casalentini.com";"";"";"";"-4,779972";"40,6740137";
"Casa Rural de Alquiler";"CASA BECERRO";"TABLAO, 64, 2º";"37624";"Salamanca";"Alberca (La)";"ALBERCA (LA)";"";"923 415102";"654 737943";"";"923 415102";"";"";"";"";"";"-6,1106836";"40,4873677";
"Casa Rural de Alquiler";"PICO FRENTES";"JOSE ANTONIO DELGADO, 2";"42154";"Soria";"Cidones";"OCENILLA";"OCENILLA";"675341855";"";"";"";"carolinarodriguezgarcia@yahoo.es";"";"";"";"";"-2,6397314";"41,8142832";
"Casa Rural de Alquiler";"MIRADOR DE BABIA";"C/LA PERIDA, 16";"24144";"León";"San Emiliano";"RIOLAGO";"";"655867674";"";"";"";"";"";"";"";"";"-6,0007506";"42,9717106";
"Casa Rural de Alquiler";"MIRADOR DE BABIA II";"LA PERIDA, 16";"24144";"León";"San Emiliano";"RIOLAGO";"";"655867674";"";"";"";"";"";"";"";"";"-6,0007506";"42,9717106";
"Centro de Turismo Rural";"CASA DOLORES";"PLAZA DE ESPAÑA, 11";"24428";"León";"Fabero";"LILLO DEL BIERZO";"LILLO DEL BIERZO";"987550410";"";"";"";"";"";"";"";"";"-6,6308145";"42,7882385";
"Centro de Turismo Rural";"VISTAHERMOSA";"PARAJE VISTAHERMOSA, Nº2, KM.6";"37716";"Salamanca";"Navacarros";"NAVACARROS";"NAVACARROS";"923423314";"608764820";"";"";"";"www.ctrvistahermosa.com";"";"";"";"-5,7142464";"40,3972036";
"Casa Rural de Alquiler";"VILLA REMEDIOS";"C/ SAN CAYETANO, 17";"49562";"Zamora";"Villardeciervos";"VILLARDECIERVOS";"VILLARDECIERVOS";"619646324";"";"";"";"villa_remedios@hotmail.com";"www.villaremedios.org";"";"";"";"-6,2871734";"41,9381559";
"Centro de Turismo Rural";"REMESAL";"C/ MEDIODÍA, 25";"49562";"Zamora";"Villardeciervos";"VILLARDECIERVOS";"VILLARDECIERVOS";"980654911";"980655901";"";"";"";"";"";"";"";"-6,283884";"41,9416019";
"Casa Rural de Alquiler";"FUENTE TIA CANORA";"C/LA FRAGUA, S/N.";"05130";"Ávila";"Solosancho";"SOLOSANCHO";"SOLOSANCHO";"615404664";"689413560";"";"";"";"";"";"";"";"-4,9041177";"40,5526241";
"Casa Rural de Alquiler";"LA ATALAYA";"CONSTITUCIÓN, 72";"42146";"Soria";"Abejar";"ABEJAR";"";"615517053";"615516987";"";"";"";"http://www.casalaatalaya.es";"";"";"";"-2,7856815";"41,8071337";
"Casa Rural de Alquiler";"LA PANERA DE LA TILA";"Calle  ARRABALES DE LA BARDISQUERA,1";"34887";"Palencia";"Castrejón de la Peña";"ROSCALES DE LA PEÑA";"ROSCALES DE LA PEÑA";"637794212";"";"";"";"";"www.latilacasarural.com";"";"";"";"-4,5999746";"42,8084496";
"Centro de Turismo Rural";"LOS OFICIOS";"Calle LA IGLESIA, Nº 9";"47606";"Valladolid";"Gatón de Campos";"GATON DE CAMPOS";"GATON DE CAMPOS";"628378863";"";"";"";"info@casarurallosoficios.com";"";"";"";"";"-4,9803191";"42,0494897";
"Casa Rural de Alquiler";"CASA LUCIA";"C/VALDENEGRO, Nº 22";"05695";"Ávila";"Horcajada (La)";"HORCAJADA (LA)";"HORCAJADA (LA)";"655926316";"";"";"";"info@LUCIACASARURAL.COM";"WWW.LUCIACASARURAL.COM";"";"";"";"-5,4701546";"40,4346258";
"Casa Rural de Alquiler";"CIRUELO ROJO";"C/ LA SANA, 21";"49181";"Zamora";"Villaseco del Pan";"VILLASECO DEL PAN";"VILLASECO DEL PAN";"659347018";"";"";"";"";"";"";"";"";"-5,9657552";"41,4684701";
"Casa Rural de Alquiler";"EL PATIO DE ENCINAS";"Calle HERUELA, 3";"47186";"Valladolid";"Encinas de Esgueva";"ENCINAS DE ESGUEVA";"ENCINAS DE ESGUEVA";"610-231038";"607-709593";"";"";"info@lacasadelpatio.es";"";"";"Si";"";"-4,1046623";"41,7566133";
"Casa Rural de Alquiler";"LA CASA DEL PATIO";"C/ EN MEDIO, 5";"47186";"Valladolid";"Encinas de Esgueva";"ENCINAS DE ESGUEVA";"";"610-231038";"607-709593";"";"";"info@lacasadelpatio.es";"www.lacasadelpatio.es";"";"Si";"";"-4,1037707";"41,7570495";
"Casa Rural de Alquiler";"""CASA CALDERON II""";"C/ ARGILO, 50";"34829";"Palencia";"Brañosera";"BRAÑOSERA";"BRAÑOSERA";"979607426";"";"";"";"";"";"";"";"";"-4,3099821";"42,9365151";
"Casa Rural de Alquiler";"""VILLACURIADA A""";"MANZANA, 9";"34117";"Palencia";"Saldaña";"VILLAFRUEL";"VILLAFRUEL";"667754477";"665139194";"";"";"";"";"";"";"";"-4,7314476";"42,5748539";
"Casa Rural de Alquiler";"""VILLACURIADA B""";"MANZANA, 9";"34117";"Palencia";"Saldaña";"VILLAFRUEL";"VILLAFRUEL";"667754477";"665139194";"";"";"";"";"";"";"";"-4,7314476";"42,5748539";
"Casa Rural";"LA CALISTA";"Calle REAL, 39";"24718";"León";"Astorga";"SANTA CATALINA DE SOMOZA";"SANTA CATALINA DE SOMOZA";"654170118";"917159053";"";"";"info@lacalista.com";"www.lacalista.com";"";"";"";"-6,1301135";"42,4653468";
"Centro de Turismo Rural";"EL CERRO";"EL CERRO, 44";"42148";"Soria";"Cabrejas del Pinar";"CABREJAS DEL PINAR";"CABREJAS DEL PINAR";"975373038";"";"";"";"";"";"";"";"";"-2,8522986";"41,7997835";
"Casa Rural de Alquiler";"LA CUARTA";"LA 4ª ESCLUSA";"34400";"Palencia";"Herrera de Pisuerga";"HERRERA DE PISUERGA";"HERRERA DE PISUERGA";"620521810";"979730298";"647124255";"";"cuevas.samaniego@hotmail.com";"www.lacuartaesclusa.es.vg";"";"";"";"-4,3331392";"42,5937296";
"Casa Rural de Alquiler";"EL CANAL";"LA 4º ESCLUSA";"34400";"Palencia";"Herrera de Pisuerga";"HERRERA DE PISUERGA";"HERRERA DE PISUERGA";"620521810";"979730298";"647124255";"";"cuevas.samaniego@hotmail.com";"www.lacuartaesclusa.es";"";"";"";"-4,3331392";"42,5937296";
"Casa Rural de Alquiler";"LAS CRUCES-CASA EL SUECO";"Camino  Acebea 2";"37763";"Salamanca";"San Miguel de Valero";"SAN MIGUEL DE VALERO";"SAN MIGUEL DE VALERO";"625233141";"";"";"";"lascruceselsueco@hotmail.com";"www.casalascruces.es";"";"";"";"-5,9214881";"40,5425418";
"Centro de Turismo Rural";"LA GOBERNANTA";"CL/ NOFUENTES,17";"09515";"Burgos";"Merindad de Cuesta-Urria";"CEBOLLEROS";"CEBOLLEROS";"617386873";"";"";"";"info@lagobernanta.com";"www.lagobernanta.com";"";"";"";"-3,498683";"42,8922187";
"Centro de Turismo Rural";"PUNTO Y APARTE";"CAMINO DE TORME,S/N";"09553";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"BOCOS";"BOCOS";"692443303";"";"";"947943769";"informacion@puntoyaparterural.com";"www.puntoyaparterural.com";"";"Si";"";"-3,5727944";"42,940507";
"Casa Rural de Alquiler";"LA FRAGUA DE LOS ALVARO I";"Calle  SINDIMIO GARCIA 3";"40370";"Segovia";"Turégano";"TUREGANO";"TUREGANO";"622891480";"921500085";"";"";"";"";"";"";"";"-4,0053408";"41,157039";
"Casa Rural de Alquiler";"LA FRAGUA DE LOS ALVARO II";"Calle SINDIMIO GARCIA 3";"40370";"Segovia";"Turégano";"TUREGANO";"TUREGANO";"622891480";"921500085";"";"";"";"";"";"";"";"-4,0053408";"41,157039";
"Casa Rural de Alquiler";"SAN VITORES";"CL/ REYES DE ESPAÑA, 8";"09514";"Burgos";"Merindad de Montija";"BARCENA DE PIENZA";"";"947147002";"636427643";"";"";"barcena _pienza@hotmail.com";"";"";"";"";"-3,4765253";"43,0603079";
"Casa Rural de Alquiler";"LA CARDEÑUELA";"VIA MINERA, S/N";"09192";"Burgos";"Cardeñuela Riopico";"CARDEÑUELA RIOPICO";"";"947210479";"610652560";"";"";"";"";"";"";"";"-3,5594839";"42,3591759";
"Casa Rural";"CASA LA PLAZA";"Plaza  DE LAS DELICIAS, 13";"40494";"Segovia";"Armuña";"ARMUÑA";"ARMUÑA";"629947438";"";"";"";"reservas@casalaplaza.es";"www.casalaplaza.es";"";"";"";"-4,3198427";"41,0770593";
"Casa Rural";"RURAL MONTESA";"Calle LA IGLESIA, 2";"37110";"Salamanca";"San Pelayo de Guareña";"SAN PELAYO DE GUAREÑA";"SAN PELAYO DE GUAREÑA";"639145858";"923617700";"";"923617700";"info@ruralmontesa.com";"www.ruralmontesa.com";"";"Si";"";"-5,8571503";"41,1160726";
"Casa Rural de Alquiler";"LA CASA DEL RINCON";"ACEBO, 10";"37728";"Salamanca";"Peñacaballera";"PEÑACABALLERA";"";"608 707102";"";"";"";"ijavigm@hotmail.com";"www.lacasadelrincon.com";"";"Si";"";"-5,8612928";"40,3444114";
"Casa Rural de Alquiler";"EL ROBLEDAL DE GREDOS";"C/PALANCAR, Nº 32";"05633";"Ávila";"San Juan de Gredos";"NAVACEPEDA DE TORMES";"NAVACEPEDA DE TORMES";"609481505";"";"";"";"";"";"";"";"";"-5,2662123";"40,3765164";
"Hotel Rural";"ABEJARUCO";"Carretera  NACIONAL 502, K.M. 61,550";"05414";"Ávila";"Cuevas del Valle";"CUEVAS DEL VALLE";"CUEVAS DEL VALLE";"639666623";"649985660";"";"";"lmc@mundivia.es";"www.abejaruco.com";"";"";"";"-5,0102778";"40,3027778";
"Casa Rural de Alquiler";"LA MORA CANTANA";"AVDA/COLEGIATA,4";"09110";"Burgos";"Castrojeriz";"CASTROJERIZ";"CASTROJERIZ";"654019967";"";"";"";"info@lamoracantana.com";"www.lamoracantana.com";"";"";"";"-4,1292365";"42,2922992";
"Casa Rural de Alquiler";"LA SOMAILLA";"LARGA, 65";"37694";"Salamanca";"San Miguel del Robledo";"SAN MIGUEL DEL ROBLEDO";"";"629 610202";"639 008778";"";"923 263031";"lasomailla@terra.es";"";"";"";"";"-6,0449022";"40,5370975";
"Casa Rural de Alquiler";"FONDA DE SANTA TERESA";"CTRA. N-502, KM. 38";"05134";"Ávila";"Cepeda la Mora";"CEPEDA LA MORA";"CEPEDA LA MORA";"652948960";"";"";"";"";"miguelaprieto@terra.es";"";"";"";"-4,9294177";"40,4394742";
"Posada";"DOÑA CAYETANA";"TEJEDORES, 1";"05500";"Ávila";"Piedrahíta";"PIEDRAHITA";"PIEDRAHITA";"920360709";"681352149";"";"";"fran.frerriz@hotmail.com";"www.posadadonacayetana.com";"";"";"";"-5,3280345";"40,4644308";
"Casa Rural de Alquiler";"LOS ANTIGUOS PAJARES";"LOS PAJARES, 20";"09610";"Burgos";"Ciruelos de Cervera";"CIRUELOS DE CERVERA";"";"616453003";"";"";"";"";"www.losantiguospajares.com";"";"";"";"-3,530122";"41,9057363";
"Centro de Turismo Rural";"""HOSTERÍA DE MONZÓN""";"AVDA. SANTANDER, 57";"34410";"Palencia";"Monzón de Campos";"MONZON DE CAMPOS";"MONZON DE CAMPOS";"979808314-979808415";"979808202";"";"";"lacasadepiedra@vodafone.net";"";"";"";"";"-4,4907899";"42,1168766";
"Centro de Turismo Rural";"LA SERROTA";"C/SUR, 3";"05131";"Ávila";"Narros del Puerto";"NARROS DEL PUERTO";"NARROS DEL PUERTO";"630449796";"";"";"";"";"";"";"";"";"-4,9939062";"40,5403095";
"Centro de Turismo Rural";"EL MIRADOR DE ORALLO";"LA CORRADA, 14";"24113";"León";"Villablino";"ORALLO";"ORALLO";"680647495";"690344543";"";"987111121";"elmiradordeorallo@gmail.com";"www.elmiradordeorallo.net";"";"";"";"-6,3141371";"42,9401549";
"Centro de Turismo Rural";"LA GALAMPERNA";"CAMINO DE LOS POZOS, 1";"05697";"Ávila";"Nava del Barco";"NAVA DEL BARCO";"NAVA DEL BARCO";"920343716";"607904797";"";"";"";"";"";"Si";"";"-5,5402807";"40,2935098";
"Centro de Turismo Rural";"EL MACHO MONTÉS (Baja temporal)";"C/LA IGLESIA, Nº 54";"05697";"Ávila";"Navalonguilla";"NAVALONGUILLA";"NAVALONGUILLA";"920343858";"";"";"";"";"www.elmachomontes.com";"";"";"";"-5,5003026";"40,2787597";
"Casa Rural de Alquiler";"CASA RIATA";"C/ MAYOR, 69";"05410";"Ávila";"Mombeltrán";"MOMBELTRAN";"MOMBELTRAN";"920386417";"689084320";"";"";"";"";"";"";"";"-5,0152509";"40,2622071";
"Hotel Rural";"VILLA MENCIA";"Carretera DEL BARCO S/N";"24514";"León";"Corullón";"CORULLON";"CORULLON";"987540051";"";"";"";"INFO@VILLAMENCIA.COM";"www.villamencia.com";"";"Si";"";"-6,8185097";"42,5806013";
"Casa Rural de Alojamiento Compartido";"MIRADOR DE YERES";"C/EL PENEDO, 3";"24386";"León";"Puente de Domingo Flórez";"YERES";"";"626358472";"";"";"";"";"";"";"";"";"-6,7821917";"42,4174979";
"Casa Rural de Alquiler";"LA CHASCONA";"SORIA, 5";"42190";"Soria";"Soria";"PEDRAJAS";"PEDRAJAS";"630261553";"";"";"";"";"";"";"";"";"-2,4825863";"41,7835456";
"Hotel Rural";"SALVATIERRA";"Calle LARGA 6";"37779";"Salamanca";"Salvatierra de Tormes";"SALVATIERRA DE TORMES";"SALVATIERRA DE TORMES";"923087030";"";"";"923600425";"info@salvatierrarural.es";"www.salvatierrarural.es";"";"";"";"-5,5966971";"40,5894489";
"Casa Rural de Alquiler";"EL MAJUELO";"Calle TENTEZUELAS 6  BAJO";"05192";"Ávila";"Serrada (La)";"SERRADA (LA)";"SERRADA (LA)";"670011410";"920265325";"";"";"almudenahn@hotmail.es";"";"";"";"";"-4,7931796";"40,631499";
"Casa Rural de Alojamiento Compartido";"CALLE REAL";"REAL, 56";"42342";"Soria";"San Esteban de Gormaz";"TORREMOCHA DE AYLLON";"TORREMOCHA DE AYLLON";"639222127";"975186289";"";"";"";"";"";"Si";"";"-3,2156627";"41,4638515";
"Casa Rural";"LA FRESNEDA";"Calle  AREVALO 17";"40446";"Segovia";"Martín Muñoz de las Posadas";"MARTIN MUÑOZ DE LAS POSADAS";"MARTIN MUÑOZ DE LAS POSADAS";"625211026";"652850062";"";"";"reservas@casalafresneda.com";"www.casalafresneda.com";"";"Si";"";"-4,5995939";"40,9946786";
"Casa Rural";"LA CASA DE LOS POLLOS";"Calle MESON, 3";"40560";"Segovia";"Boceguillas";"TURRUBUELO";"TURRUBUELO";"921121590";"660526925";"";"";"feli.martin.lobo@gmail.com";"www.lacasadelospollos.es";"";"";"";"-3,5921374";"41,3248683";
"Centro de Turismo Rural";"QUINTA DEL CANAL";"Calle SAN PEDRO, Nº 11";"47815";"Valladolid";"Tamariz de Campos";"TAMARIZ DE CAMPOS";"TAMARIZ DE CAMPOS";"983760423";"";"";"";"clientes@quintadelcanal.es";"";"";"";"";"-5,0234922";"41,9758515";
"Casa Rural de Alquiler";"EL MOLINO DE RESPENDA I";"LA PLAZA S/N";"34870";"Palencia";"Respenda de la Peña";"RESPENDA DE LA PEÑA";"RESPENDA DE LA PEÑA";"686252750";"652182575";"";"";"";"";"";"";"";"-4,6849181";"42,7651975";
"Casa Rural de Alquiler";"LAS CASAS DEL CORRO B";"C/ C0RRO SAN PEDRO, 10";"34310";"Palencia";"Becerril de Campos";"BECERRIL DE CAMPOS";"BECERRIL DE CAMPOS";"691420278";"691420279";"";"";"info@casasdelcorro.com";"www.casasdelcorro.com";"";"";"";"-4,641849";"42,1098108";
"Casa Rural de Alquiler";"EL LAGAR";"Travesía SEGUNDA TRAVESÍA CALVARIO, Nº 4";"47311";"Valladolid";"Canalejas de Peñafiel";"CANALEJAS DE PEÑAFIEL";"CANALEJAS DE PEÑAFIEL";"983892082";"";"";"";"soledad@ellagarcasarural.com";"";"";"";"";"-4,1186617";"41,5229571";
"Posada";"PASCUAL";"C/ LA IGLESIA, 3";"49696";"Zamora";"Santa María de la Vega";"SANTA MARIA DE LA VEGA";"SANTA MARIA DE LA VEGA";"980651352";"";"";"980651352";"";"www.posadarealpascual.com";"";"Si";"";"-5,8066215";"42,0825497";
"Centro de Turismo Rural";"EL MIRADOR DEL ADAJA";"CAMINO DE ARMENTEROS, S/N.";"05292";"Ávila";"Pajares de Adaja";"PAJARES DE ADAJA";"";"920208506";"646843309";"";"";"";"www.elmiradordeladaja.com";"";"";"";"-4,64021";"40,9231509";
"Casa Rural de Alquiler";"EL PATIO DEL TIO ZENON";"MAYOR, 10";"42257";"Soria";"Arcos de Jalón";"SOMAEN";"SOMAEN";"975320699";"";"";"";"";"";"";"";"";"-2,3137555";"41,1925808";
"Casa Rural de Alquiler";"AMPARO";"MIGUEL ANGEL MAILLO, 26";"37610";"Salamanca";"Mogarraz";"MOGARRAZ";"MOGARRAZ";"626619906";"923418111";"";"";"";"";"";"";"";"-6,0523038";"40,4923914";
"Casa Rural de Alquiler";"CASA SALVA";"Calle SALAS POMBO 20";"37607";"Salamanca";"Rinconada de la Sierra (La)";"RINCONADA DE LA SIERRA (LA)";"RINCONADA DE LA SIERRA (LA)";"923450761";"669441817";"";"";"escrinser@hotmail.com";"";"";"";"";"-6,0197096";"40,6121962";
"Casa Rural de Alojamiento Compartido";"LA ONDINA";"SANTA MARIA, S/N";"09556";"Burgos";"Villarcayo de Merindad de Castilla la Vieja";"SALAZAR";"";"947131478";"651377074";"";"";"laondina@laondina.com";"www.laondina.com";"";"Si";"";"-3,6177265";"42,975943";
"Casa Rural de Alquiler";"EL MENDRUGO I";"TRAVESÍA DE ÁVILA, 5";"05196";"Ávila";"Tornadizos de Ávila";"TORNADIZOS DE AVILA";"TORNADIZOS DE AVILA";"920340864";"";"";"";"";"";"";"";"";"-4,614049";"40,6262349";
"Hotel Rural";"EL PORTAL DE LAS ARRIBES";"Calle SOR ALEGRIA, 5";"37250";"Salamanca";"Aldeadávila de la Ribera";"ALDEADAVILA DE LA RIBERA";"ALDEADAVILA DE LA RIBERA";"923505521";"665636672";"";"";"";"www.elportaldelasarribes.es";"";"";"";"-6,6196708";"41,2195359";
"Casa Rural de Alquiler";"LAS CASAS DEL CORRO A";"C/ CORRO SAN PEDRO, 10";"34310";"Palencia";"Becerril de Campos";"BECERRIL DE CAMPOS";"BECERRIL DE CAMPOS";"691420278";"691420279";"";"";"info@casasdelcorro.com";"www.casasdelcorro.com";"";"";"";"-4,6433473";"42,1078065";
"Casa Rural de Alquiler";"LA MURIA";"TRAVESIA EL CINE, 6";"24880";"León";"Valderrueda";"PUENTE ALMUHEY";"PUENTE ALMUHEY";"648060298";"";"";"";"";"";"";"";"";"-4,9922991";"42,8091777";
"Centro de Turismo Rural";"LOS NIÑOS Y JARAMILLO";"CL/REAL, 9";"09410";"Burgos";"Peñaranda de Duero";"PEÑARANDA DE DUERO";"PEÑARANDA DE DUERO";"947552202";"639867886";"";"947552201";"info@hospederiajaramillo.com";"www.hospederiajaramillo.com";"";"";"";"-3,4802513";"41,6886385";
"Casa Rural de Alquiler";"EL CASILLO";"CASTAÑALEJO, S/N";"37657";"Salamanca";"Sotoserrano";"SOTOSERRANO";"";"685108212";"923422159";"";"";"";"";"";"";"";"-6,0331033";"40,4356187";
"Casa Rural de Alquiler";"TORDELALOSA";"FINCA TORDELALOSA";"37183";"Salamanca";"San Pedro de Rozados";"SAN PEDRO DE ROZADOS";"";"610277821";"637573981";"";"923210835";"";"www.tordelalosa.com";"";"";"";"-5,7380462";"40,7897993";
"Casa Rural de Alquiler";"VALLE DEL TABLADILLO";"CL/ CABRERIZO, 11";"09610";"Burgos";"Santo Domingo de Silos";"SANTO DOMINGO DE SILOS";"";"652858687";"";"";"";"";"";"";"";"";"-3,4172254";"41,9626322";
"Casa Rural";"FUENTEAZUL";"Calle LOS MILES 6";"09640";"Burgos";"Hortigüela";"HORTIGÜELA";"*DISEMINADO*";"947277421";"620605268";"";"";"fuenteazul@fuenteazul.net";"www.fuenteazul.net";"";"";"";"-3,4262332";"42,0676354";
"Casa Rural de Alquiler";"LA UMBRIA";"PLAZA DE LA VILLA, 2";"09693";"Burgos";"Regumiel de la Sierra";"REGUMIEL DE LA SIERRA";"REGUMIEL DE LA SIERRA";"608783268";"";"";"";"";"";"";"";"";"-2,9847831";"41,9608421";
"Casa Rural de Alquiler";"CASA JULIA";"RESBALINA, 5";"37240";"Salamanca";"Lumbrales";"LUMBRALES";"";"923512638";"635764375";"";"";"";"";"";"";"";"-6,7209249";"40,9378873";
"Casa Rural de Alquiler";"CASA PRIMI";"GENERALISIMO, 19";"37594";"Salamanca";"Ciudad Rodrigo";"AGUEDA DEL CAUDILLO";"";"647413208";"646516639";"";"";"";"www.casaprimi.com";"";"";"";"-6,4981565";"40,5611051";
"Posada";"LA POSADA DEL CANAL";"C/ LA IGLESIA, Nº 1";"47813";"Valladolid";"Villanueva de San Mancio";"VILLANUEVA DE SAN MANCIO";"VILLANUEVA DE SAN MANCIO";"983700705";"610521204";"";"";"info@laposadadelcanal.com";"www.laposadadelcanal.com";"";"";"Si";"-5,0111544";"41,9277785";
"Posada";"CONVENTO DE SAN FRANCISCO";"CTRA. SACRAMENIA S/N";"40357";"Segovia";"Fuentidueña";"FUENTIDUEÑA";"";"921533552";"921533449";"";"";"";"";"";"";"";"-3,9792729";"41,4426383";
"Casa Rural de Alquiler";"EL TEJO MILENARIO";"C/REAL, S/N.";"24414";"León";"Ponferrada";"SAN CRISTOBAL DE VALDUEZA";"";"609788700";"";"";"";"";"";"";"";"";"-6,6433054";"42,5773658";
"Casa Rural de Alquiler";"LOS LOBOS";"C/ SALINAS, Nº 15";"40351";"Segovia";"Sauquillo de Cabezas";"SAUQUILLO DE CABEZAS";"SAUQUILLO DE CABEZAS";"691420484";"921509611";"";"";"";"";"";"";"";"-4,0673084";"41,1946602";
"Casa Rural de Alquiler";"LAS CANCHILLAS";"AVDA. SANTA BARBARA, 18";"05620";"Ávila";"Carrera (La)";"CARRERA (LA)";"CARRERA (LA)";"920340635";"";"";"";"";"";"";"";"";"-5,5549453";"40,3482203";
"Casa Rural de Alojamiento Compartido";"EL TINAO";"TRAVESIA NAVAMOJADA, 10";"05690";"Ávila";"Bohoyo";"BOHOYO";"BOHOYO";"920347134";"649292804";"";"";"";"www.casaruraleltinao.com";"";"";"";"-5,4830481";"40,3145084";
"Centro de Turismo Rural";"LAUSON";"C/LACELO, 35";"24350";"León";"Toral de los Vados";"VILLADECANES";"";"987562126";"617454919";"";"";"info@lacelorural.es";"www.lacelorural.es";"";"";"";"-6,7596216";"42,5793122";
"Casa Rural de Alquiler";"EL APEADERO de Velilla";"Camino ANTIGUA ESTACION DE FEROCARRIL";"42320";"Soria";"San Esteban de Gormaz";"VELILLA DE SAN ESTEBAN";"VELILLA DE SAN ESTEBAN";"676317552";"";"";"";"info@estacionrural.com";"www.estacionrural.com";"";"";"";"-3,2594394";"41,5385109";
"Centro de Turismo Rural";"CUESTA GRANDE";"PZA. MAYOR, 4";"37181";"Salamanca";"Pelabravo";"PELABRAVO";"";"653646550";"923306698";"";"";"info@scapadas.com";"www.scapadas.com";"";"";"";"-5,5794987";"40,9372987";
